Date	Headline	Summary
2014-12-02	How to Restore Old Versions of Word Documents	Most Windows and Mac editions of Microsoft Word have a setting that automatically backs up documents. Also, how to export your Gmail contacts.
2014-12-02	Peek in Gramercy Park	" Key No Longer Required"",""Manhattan’s famously private park is open, at least virtually, to the public after a visitor took several 360-degree panoramas and posted them on Google Maps."
2014-11-27	E.U. Parliament Passes Measure to Break Up Google in Symbolic Vote	While the vote poses no immediate threat to the company, it symbolizes the growing resentment in Europe toward the American technology titan.
2014-11-26	Letter From the Editor: The Search for Food	Web searching has become a tool of social science, a way to understand American life. You can also learn a few great recipes, as we did this week.
2014-11-26	‘Right to Be Forgotten’ Should Apply Worldwide	" E.U. Panel Says"",""New guidelines from privacy regulators would require Google, in certain cases, to take down links in search domains in Europe as well as outside the region."
2014-11-26	European Legislator Urging the Breakup of Google Has Ties to a Law Firm	Andreas Schwab, a German member of the European Parliament, is “of counsel” at the law and lobbying firm CMS Hasche Sigle, which has represented some of the German publishing interests that have been eager to declaw Google.
2014-11-25	The Thanksgiving Recipes Googled in Every State	Which foods are unusually popular in each state on Thanksgiving.
2014-11-24	A Business Owner Blames Search Engines for Lost Sales	A lawsuit by Baldino’s Lock & Key in Virginia claims that search engines profit from knowingly listing unlicensed locksmiths.
2014-11-23	What Cloud Computing Means to Your Job	The next big technology migration will change how workplaces are organized. Bad news, middle managers: You’re going to get less important.
2014-11-21	In Europe	" a Resolution to Break Up Google"",The nonbinding resolution could increase pressure on Europe’s the competition commissioner to bring formal charges against Google."
2014-11-21	Google Experimenting With Removing Ads for a Fee	Google started experimenting with a new way to let users contribute to websites in exchange for fewer ads.
2014-11-19	Google Play Store Opens to Chinese Developers	Google said it would offer Chinese developers a way to sell mobile applications outside of mainland China by giving them access to its Play Store, which runs on Android phones and tablets.
2014-11-17	Researchers Announce Advance in Image-Recognition Software	Scientists have created artificial intelligence software able to recognize the content of photos and videos with such accuracy that it can sometimes mimic humans.
2014-11-17	Erasing Sony and Nook E-Readers	Plus, using Apple’s AirDrop to move files between iOS and OS X.
2014-11-16	Times Square’s Biggest and Most Expensive Digital Billboard Is Set to Shine	The new screen is eight stories tall and nearly as long as a football field, spanning the entire block from 45th Street to 46th Street on Broadway.
2014-11-16	Google to Quadruple Computer Science Prize Winnings to $1 Million	The increase in prize money for the A.M. Turing Award is intended to elevate the prominence and recognition of computer science.
2014-11-12	The Map Apps That Move You in the Right Direction	Improvements to navigation systems keep on coming, and a new rival may mean the competition will heat up.
2014-11-12	YouTube Music Key Is Introduced as New Rival in Streaming	As YouTube pushes into paid content, other online music outlets are being forced to defend or change their business models to better compensate artists.
2014-11-12	Daily Report: Internet Giants Largely Stay Out of Net Neutrality Push	Companies like Facebook and Google have stayed away from mobilizing their users to support an issue that primarily affects smaller Internet upstarts.
2014-11-11	What We're Reading	Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from Kevin McKenna, Stacy Cowley and others.
2014-11-11	What We're Reading	
2014-11-11	European Antitrust Regulators to Hold Discussions With Google's Rivals	The new competition commissioner for the European Union says she wants to hear what companies most concerned about Google’s practices have to say before resolving the union’s longstanding antitrust case.
2014-11-11	Google Chromecast Adds Games	Google’s Chromecast streaming device now has the ability to let people play video games in tandem.
2014-11-11	Sirius XM Adds Show Based on Popular Dance Songs on YouTube	“The YouTube EDM 15” will highlight trending electronic dance music and will be the second show by the satellite radio service based on YouTube data.
2014-11-09	Ireland Vies to Remain Silicon Valley's Low-Tax Home Away From Home	Though Ireland has been under international pressure to close loopholes that have drawn companies like Google and Microsoft, the country is still touting its low-tax appeal.
2014-11-07	In Self-Driving Cars	" a Potential Lifeline for the Disabled"",""The cars could prove to be a life-changing breakthrough for many people with disabilities, granting them a new measure of independence."
2014-11-07	‘How Google Works	"’ by Eric Schmidt and Jonathan Rosenberg"",Two technology executives explain the business methods behind Google’s groundbreaking success."
2014-11-06	Jawbone Up3 Band Takes Tracking to the Extreme	Jawbone, the activity tracker pioneer, is introducing the Up3 band and the inexpensive Up Move activity tracker. The trackers — as well as Jawbone’s focus on activity, health and data tracking — are cementing the company’s status as a whole-health juggernaut.
2014-11-06	Lollipop	" the Latest Version of Android, Is Grown-Up and Accessible"",""Google’s latest version of Android is sophisticated and refined, and adds welcome security features to tablets. The Nexus 9 tablet, on the other hand, leaves some to be desired."
